fold,set,accuracy,f1,tpr,tnr,gmean,batch_size,learning_rate,weight_decay,dropout_prob,seed,preprocessed_dir
MEAN,VALIDATION,0.74,0.7402020202020203,0.8266666666666665,0.6654545454545454,0.7386386505340639,4,0.001,8
MEAN,TEST,0.648,0.6333623592244282,0.6772727272727272,0.6197802197802199,0.6403313384246956,4,0.001,8
1,VALIDATION,0.85,0.8235294117647058,0.7777777777777778,0.9090909090909091,0.8408749651825217,4,0.001,0,0.5,8,resize_small_hu_m600_1500_separadas
1,TEST,0.72,0.72,0.75,0.6923076923076923,0.7205766921228921,4,0.001,0,0.5,8,resize_small_hu_m600_1500_separadas
2,VALIDATION,0.75,0.7619047619047619,0.8888888888888888,0.6363636363636364,0.7521014330903549,4,0.001,0,0.5,8,resize_small_hu_m600_1500_separadas
2,TEST,0.52,0.45454545454545453,0.4166666666666667,0.6153846153846154,0.5063696835418333,4,0.001,0,0.5,8,resize_small_hu_m600_1500_separadas
3,VALIDATION,0.75,0.7619047619047619,0.8888888888888888,0.6363636363636364,0.7521014330903549,4,0.001,0,0.5,8,resize_small_hu_m600_1500_separadas
3,TEST,0.84,0.8571428571428571,1.0,0.6923076923076923,0.8320502943378437,4,0.001,0,0.5,8,resize_small_hu_m600_1500_separadas
4,VALIDATION,0.7,0.7272727272727273,0.8888888888888888,0.5454545454545454,0.6963106238227913,4,0.001,0,0.5,8,resize_small_hu_m600_1500_separadas
4,TEST,0.56,0.5925925925925926,0.6666666666666666,0.46153846153846156,0.5547001962252291,4,0.001,0,0.5,8,resize_small_hu_m600_1500_separadas
5,VALIDATION,0.75,0.7368421052631579,0.7,0.8,0.7483314773547882,4,0.001,0,0.5,8,resize_small_hu_m600_1500_separadas
5,TEST,0.56,0.42105263157894735,0.36363636363636365,0.7142857142857143,0.5096471914376256,4,0.001,0,0.5,8,resize_small_hu_m600_1500_separadas
MEAN,VALIDATION,0.76,0.7622907536220229,0.8288888888888888,0.7054545454545454,0.7579439865081621,4,0.001,8
MEAN,TEST,0.64,0.6090667071719703,0.6393939393939394,0.6351648351648352,0.6246688115330847,4,0.001,8
